accession,protein_pathway,protein_dcid
HMDBP01372,dcs:KeggProteinPathwayCarbinoxamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayCetirizineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayChlorcyclizineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayChloropyramineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayChlorphenamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayChlorphenoxamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayCinnarizineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayClemastineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayClocinizineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayCyclizineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayCyproheptadineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayDeptropineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayDesloratadineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayDexbrompheniramineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayDexchlorpheniramineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayDimetindeneH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayDiphenhydramineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayDiphenylpyralineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayDoxepinH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayDoxylamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayEbastineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayEmbramineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayEmedastineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayEpinastineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayFenethazineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayFexofenadineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayFlunarizineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayHistamineH1ReceptorActivation,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayHistapyrrodineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayHomochlorcyclizineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayHydroxyethylpromethazineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayHydroxyzineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayIsothipendylH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayKetotifenH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayLatrepirdineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayLevocabastineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayLevocetirizineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayLoratadineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayMebhydrolinH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayMeclizineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayMepyramineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayMequitazineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayMethapyrileneH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayMethdilazineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayMirtazapineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayMizolastineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayOlopatadineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayOrphenadrineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayOxatomideH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayOxomemazineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayPhenbenzamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayPhenindamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayPheniramineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayPhenyltoloxamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayPimethixeneH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayPromethazineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayPropiomazineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayPyrrobutamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayQuetiapineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayQuifenadineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayRupatadineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayTalastineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayTemelastineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayTerfenadineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayThenalidineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayThenyldiamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayThiazinamiumH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayThonzylamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayTolpropamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayTripelennamineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayTriprolidineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01372,dcs:KeggProteinPathwayTritoqualineH1AntihistamineAction,bio/KPCB_HUMAN
HMDBP01373,,bio/STK24_HUMAN
HMDBP01374,dcs:KeggProteinPathwayIntracellularSignallingThroughAdenosineReceptorA2AAndAdenosine,bio/KPCZ_HUMAN
HMDBP01374,dcs:KeggProteinPathwayIntracellularSignallingThroughAdenosineReceptorA2BAndAdenosine,bio/KPCZ_HUMAN
HMDBP01375,,bio/TYK2_HUMAN
HMDBP01376,,bio/ERBB4_HUMAN
HMDBP01377,,bio/KS6A6_HUMAN
HMDBP01378,,bio/PMYT1_HUMAN
HMDBP01379,dcs:KeggProteinPathwayAminoSugarAndNucleotideSugarMetabolism,bio/GALK1_HUMAN
HMDBP01379,dcs:KeggProteinPathwayGalactoseMetabolism,bio/GALK1_HUMAN
HMDBP01379,dcs:KeggProteinPathwayGalactosemia,bio/GALK1_HUMAN
HMDBP01379,dcs:KeggProteinPathwayGalactosemiaIiGalk,bio/GALK1_HUMAN
HMDBP01379,dcs:KeggProteinPathwayGalactosemiaIii,bio/GALK1_HUMAN
HMDBP01379,dcs:KeggProteinPathwayNucleotideSugarsMetabolism,bio/GALK1_HUMAN
HMDBP01380,,bio/CDK15_HUMAN
HMDBP01381,,bio/KCC4_HUMAN
HMDBP01382,dcs:KeggProteinPathwayAlzheimerSDisease,bio/AT2A1_HUMAN
HMDBP01382,dcs:KeggProteinPathwayCalciumSignalingPathway,bio/AT2A1_HUMAN
HMDBP01382,dcs:KeggProteinPathwayPancreaticSecretion,bio/AT2A1_HUMAN
HMDBP01383,,bio/CDK2_HUMAN
HMDBP01384,,bio/GSK3A_HUMAN
HMDBP01385,dcs:KeggProteinPathwayFcEpsilonReceptorISignalingInMastCells,bio/AKT1_HUMAN
HMDBP01385,dcs:KeggProteinPathwayInsulinSignalling,bio/AKT1_HUMAN
HMDBP01385,dcs:KeggProteinPathwayIntracellularSignallingThroughAdenosineReceptorA2AAndAdenosine,bio/AKT1_HUMAN
HMDBP01385,dcs:KeggProteinPathwayIntracellularSignallingThroughAdenosineReceptorA2BAndAdenosine,bio/AKT1_HUMAN
HMDBP01385,dcs:KeggProteinPathwayLeucineStimulationOnInsulinSignaling,bio/AKT1_HUMAN
HMDBP01385,dcs:KeggProteinPathwayLysophosphatidicAcidLpa1Signalling,bio/AKT1_HUMAN
HMDBP01385,dcs:KeggProteinPathwayLysophosphatidicAcidLpa2Signalling,bio/AKT1_HUMAN
HMDBP01385,dcs:KeggProteinPathwayLysophosphatidicAcidLpa3Signalling,bio/AKT1_HUMAN
HMDBP01385,dcs:KeggProteinPathwayLysophosphatidicAcidLpa4Signalling,bio/AKT1_HUMAN
HMDBP01385,dcs:KeggProteinPathwayLysophosphatidicAcidLpa5Signalling,bio/AKT1_HUMAN
HMDBP01385,dcs:KeggProteinPathwayLysophosphatidicAcidLpa6Signalling,bio/AKT1_HUMAN
HMDBP01386,,bio/M3K12_HUMAN
HMDBP01387,dcs:KeggProteinPathway3MethylthiofentanylActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayAcebutololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayAldosteroneRegulatedSodiumReabsorption,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayAlfentanilActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayAlprenololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayAlvimopanActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayAmilorideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayAmiodaroneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayAmlodipineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayAnileridineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayArbutamineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayAtenololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBendroflumethiazideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBenzocaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBetaxololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBevantololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBileSecretion,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBisoprololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBlueDiaperSyndrome,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBopindololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBumetanideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBupivacaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBupranololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayBuprenorphineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayCarbohydrateDigestionAndAbsorption,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayCardiacMuscleContraction,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayCarfentanilActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayCarteololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayCarvedilolActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayChloroprocaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayChlorothiazideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayChlorthalidoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayCitalopramActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayCocaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayCodeineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayCyclothiazideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayCystinuria,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayDesipramineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayDezocineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayDibucaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayDihydromorphineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayDiltiazemActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayDimethylthiambuteneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayDiphenoxylateActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayDisopyramideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayDobutamineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayEndocrineAndOtherFactorRegulatedCalciumReabsorption,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayEpinephrineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayEplerenoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayEscitalopramActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayEsmololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayEthacrynicAcidActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayEthylmorphineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayFelodipineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayFentanylActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayFlecainideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayFluoxetineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayFosphenytoinAntiarrhythmicActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayFurosemideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayGastricAcidSecretion,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayGlucoseTransporterDefectSglt2,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayHartnupDisorder,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayHeroinActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayHydrochlorothiazideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayHydrocodoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayHydroflumethiazideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayHydromorphoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayIbutilideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayIminoglycinuria,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayImipramineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayIndapamideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayInsulinSecretion,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayIsoprenalineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayIsradipineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayKetobemidoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayKidneyFunction,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLabetalolActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLactoseDegradation,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLactoseIntolerance,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLevallorphanActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLevobunololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLevobupivacaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLevomethadylAcetateActionActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLevorphanolActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLidocaineAntiarrhythmicActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLidocaineLocalAnaestheticActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLysinuricProteinIntolerance,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayLysinuricProteinIntoleranceLpi,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayMepivacaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayMethadoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayMethadylAcetateActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayMethyclothiazideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayMetipranololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayMetolazoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayMetoprololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayMexiletineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayMineralAbsorption,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayMorphineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayMuscleHeartContraction,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayNadololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayNalbuphineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayNaloxoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayNaltrexoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayNebivololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayNicotineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayNifedipineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayNimodipineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayNisoldipineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayNitrendipineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayOxprenololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayOxybuprocaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayOxycodoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayOxymorphoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayPancreaticSecretion,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayPenbutololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayPentazocineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayPhenytoinAntiarrhythmicActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayPindololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayPolythiazideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayPractololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayPrilocaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayProcainamideAntiarrhythmicActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayProcaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayProparacaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayPropoxypheneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayPropranololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayProteinDigestionAndAbsorption,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayProximalTubuleBicarbonateReclamation,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayQuinethazoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayQuinidineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayRemifentanilActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayRopivacaineActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwaySalivarySecretion,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwaySotalolActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwaySpironolactoneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwaySufentanilActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayTimololActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayTocainideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayTorsemideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayTramadolActionActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayTrehaloseDegradation,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayTriamtereneActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayTrichlormethiazideActionPathway,bio/AT1A1_HUMAN
HMDBP01387,dcs:KeggProteinPathwayVerapamilActionPathway,bio/AT1A1_HUMAN
HMDBP01388,,bio/CDK7_HUMAN
HMDBP01391,,bio/FGR_HUMAN
HMDBP01392,dcs:KeggProteinPathwayInsulinSignalling,bio/PK3CG_HUMAN
HMDBP01392,dcs:KeggProteinPathwayLeucineStimulationOnInsulinSignaling,bio/PK3CG_HUMAN
HMDBP01394,,bio/M4K2_HUMAN
HMDBP01395,,bio/AT2C1_HUMAN
HMDBP01397,,bio/PHKG2_HUMAN
HMDBP01398,,bio/CDK5_HUMAN
HMDBP01399,,bio/PRKY_HUMAN
HMDBP01400,,bio/PAK3_HUMAN
HMDBP01401,,bio/VATB2_HUMAN
HMDBP01402,,bio/ABL1_HUMAN
HMDBP01403,,bio/CDK4_HUMAN
HMDBP01404,,bio/HIPK1_HUMAN
HMDBP01405,dcs:KeggProteinPathwayFabryDisease,bio/CERK1_HUMAN
HMDBP01405,dcs:KeggProteinPathwayGaucherDisease,bio/CERK1_HUMAN
HMDBP01405,dcs:KeggProteinPathwayGloboidCellLeukodystrophy,bio/CERK1_HUMAN
HMDBP01405,dcs:KeggProteinPathwayKrabbeDisease,bio/CERK1_HUMAN
HMDBP01405,dcs:KeggProteinPathwayMetachromaticLeukodystrophyMld,bio/CERK1_HUMAN
HMDBP01405,dcs:KeggProteinPathwaySphingolipidMetabolism,bio/CERK1_HUMAN
HMDBP01406,,bio/LATS2_HUMAN
HMDBP01407,,bio/ACV1B_HUMAN
HMDBP01408,dcs:KeggProteinPathwayFolateMalabsorptionHereditary,bio/MTHFS_HUMAN
HMDBP01408,dcs:KeggProteinPathwayFolateMetabolism,bio/MTHFS_HUMAN
HMDBP01408,dcs:KeggProteinPathwayMethotrexateActionPathway,bio/MTHFS_HUMAN
HMDBP01408,dcs:KeggProteinPathwayMethylenetetrahydrofolateReductaseDeficiencyMthfrd,bio/MTHFS_HUMAN
HMDBP01408,dcs:KeggProteinPathwayOneCarbonPoolByFolate,bio/MTHFS_HUMAN
HMDBP01411,dcs:KeggProteinPathwayInositolMetabolism,bio/PI4KA_HUMAN
HMDBP01411,dcs:KeggProteinPathwayJoubertSyndrome,bio/PI4KA_HUMAN
HMDBP01411,dcs:KeggProteinPathwayPhosphatidylinositolPhosphateMetabolism,bio/PI4KA_HUMAN
HMDBP01413,,bio/TSSK3_HUMAN
HMDBP01414,,bio/RIOK1_HUMAN
HMDBP01415,dcs:KeggProteinPathwayCorticotropinActivationOfCortisolProduction,bio/KAPCB_HUMAN
HMDBP01415,dcs:KeggProteinPathwayDopamineActivationOfNeurologicalRewardSystem,bio/KAPCB_HUMAN
HMDBP01415,dcs:KeggProteinPathwayExcitatoryNeuralSignallingThrough5Htr4AndSerotonin,bio/KAPCB_HUMAN
HMDBP01415,dcs:KeggProteinPathwayExcitatoryNeuralSignallingThrough5Htr6AndSerotonin,bio/KAPCB_HUMAN
HMDBP01415,dcs:KeggProteinPathwayExcitatoryNeuralSignallingThrough5Htr7AndSerotonin,bio/KAPCB_HUMAN
HMDBP01415,dcs:KeggProteinPathwayIntracellularSignallingThroughAdenosineReceptorA2AAndAdenosine,bio/KAPCB_HUMAN
