accession,protein_type,general_function,specific_function,subcellular_location,residue_number,genbank_protein_id,uniprot_id,genbank_gene_id,genecard_id,hgnc_id,protein_dcid,gene19_dcid,gene38_dcid
HMDBP07858,dcs:ProteinTypeUnknown,"""Involved in biomineral formation""","""Required for normal formation of otoconia in the inner ear. Inhibits P2Y purinoceptors. Modulates calcium homeostasis and influx of calcium in response to extracellular ATP""",dcs:CellularCompartmentSecreted,612,120660054,Q7RTM1,BC130430,OTOP1,19656,bio/OTOP1_HUMAN,bio/hg19_OTOP1,bio/hg38_OTOP1
HMDBP07859,dcs:ProteinTypeUnknown,"""Involved in receptor activity""","""Ligand-gated ion channel with relatively high calcium permeability. Binding to ATP mediates synaptic transmission between neurons and from neurons to smooth muscle. Seems to be linked to apoptosis, by increasing the intracellular concentration of calcium in the presence of ATP, leading to programmed cell death""",dcs:CellularCompartmentMembrane,399,3258623,P51575,AF020498,P2RX1,8533,bio/P2RX1_HUMAN,bio/hg19_P2RX1,bio/hg38_P2RX1
HMDBP07860,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""Receptor for UTP and UDP coupled to G-proteins that activate a phosphatidylinositol-calcium second messenger system. Not activated by ATP or ADP""",dcs:CellularCompartmentCellMembrane,365,57209113,P51582,AL357752,P2RY4,8542,bio/P2RY4_HUMAN,bio/hg19_P2RY4,bio/hg38_P2RY4
HMDBP07861,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""Receptor for extracellular UDP > UTP > ATP. The activity of this receptor is mediated by G proteins which activate a phosphatidylinositol-calcium second messenger system""",dcs:CellularCompartmentCellMembrane,328,2258420,Q15077,AF007891,P2RY6,8543,bio/P2RY6_HUMAN,bio/hg19_P2RY6,bio/hg38_P2RY6
HMDBP07862,dcs:ProteinTypeUnknown,"""Involved in G-protein coupled receptor protein signaling pathway""","""Receptor for ATP and ADP coupled to G-proteins that activate both phosphatidylinositol-calcium and adenylyl cyclase second messenger systems. Not activated by UTP or UDP""",dcs:CellularCompartmentCellMembrane,374,23463303,Q96G91,NM_002566.4,P2RY11,8540,bio/P2Y11_HUMAN,bio/hg19_P2RY11,bio/hg38_P2RY11
HMDBP07863,dcs:ProteinTypeUnknown,"""Involved in metabolic process""","""Calcium-dependent phospholipase A2 that selectively hydrolyzes glycerophospholipids in the sn-2 position. Not arachidonic acid-specific but has linoleic acid-specific activity. May play a role in inflammation in psoriatic lesions.""",dcs:CellularCompartmentCytoplasm,818,29467442,Q86XP0,AB090876,PLA2G4D,30038,bio/PA24D_HUMAN,bio/hg19_PLA2G4D,bio/hg38_PLA2G4D
HMDBP07864,dcs:ProteinTypeUnknown,"""Involved in metabolic process""","""Calcium-dependent phospholipase A2 that selectively hydrolyzes glycerophospholipids in the sn-2 position (By similarity).""",dcs:CellularCompartmentCytoplasm,838,,Q3MJ16,,PLA2G4E,24791,bio/PA24E_HUMAN,bio/hg19_PLA2G4E,bio/hg38_PLA2G4E
HMDBP07865,dcs:ProteinTypeUnknown,"""Involved in metabolic process""","""Calcium-dependent phospholipase A2 that selectively hydrolyzes glycerophospholipids in the sn-2 position. Has higher enzyme activity for phosphatidylethanolamine than phosphatidylcholine (By similarity).""",dcs:CellularCompartmentCytoplasm,849,281371376,Q68DD2,NM_213600.3,PLA2G4F,27396,bio/PA24F_HUMAN,bio/hg19_PLA2G4F,bio/hg38_PLA2G4F
HMDBP07866,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein""",dcs:CellularCompartmentCellMembrane,1347,14589920,Q9BZA7,NM_032968.3,PCDH11X,8656,bio/PC11X_HUMAN,bio/hg19_PCDH11X,bio/hg38_PCDH11X
HMDBP07867,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein""",dcs:CellularCompartmentCellMembrane,1340,14589946,Q9BZA8,NM_032973.1,PCDH11Y,15813,bio/PC11Y_HUMAN,bio/hg19_PCDH11Y,bio/hg38_PCDH11Y
HMDBP07868,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein""",dcs:CellularCompartmentCellMembrane,1040,14589916,Q9P2E7,NM_032961.1,PCDH10,13404,bio/PCD10_HUMAN,bio/hg19_PCDH10,bio/hg38_PCDH10
HMDBP07869,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Cellular adhesion molecule that may play an important role in cell-cell interactions at interendothelial junctions. Promotes homotypic calcium dependent aggregation and adhesion and clusters at intercellular junctions. Unable to bind to catenins, weakly associates with the cytoskeleton""",dcs:CellularCompartmentCellMembrane,1184,7678873,Q9NPG4,AB026893,PCDH12,8657,bio/PCD12_HUMAN,bio/hg19_PCDH12,bio/hg38_PCDH12
HMDBP07870,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Calcium-dependent cell-adhesion protein. Essential for maintenance of normal retinal and cochlear function""",dcs:CellularCompartmentSecreted,1955,115387123,Q96QU1,NM_033056,PCDH15,14674,bio/PCD15_HUMAN,bio/hg19_PCDH15,bio/hg38_PCDH15
HMDBP07871,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Calcium-dependent cell-adhesion protein (Potential)""",dcs:CellularCompartmentCellMembrane,3298,16933557,Q96JQ0,NM_003737.2,DCHS1,13681,bio/PCD16_HUMAN,bio/hg19_DCHS1,bio/hg38_DCHS1
HMDBP07872,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein""",dcs:CellularCompartmentCellMembrane,1159,94538350,O14917,NM_001040429.2,PCDH17,14267,bio/PCD17_HUMAN,bio/hg19_PCDH17,bio/hg38_PCDH17
HMDBP07873,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein""",dcs:CellularCompartmentCellMembrane,1135,14589929,Q9HCL0,NM_019035.3,PCDH18,14268,bio/PCD18_HUMAN,bio/hg19_PCDH18,bio/hg38_PCDH18
HMDBP07874,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein""",dcs:CellularCompartmentCellMembrane,1148,296434287,Q8TAB3,NM_001184880.1,PCDH19,14270,bio/PCD19_HUMAN,bio/hg19_PCDH19,bio/hg38_PCDH19
HMDBP07875,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein""",dcs:CellularCompartmentCellMembrane,924,20379898,Q8N6Y1,BC027907,PCDH20,14257,bio/PCD20_HUMAN,bio/hg19_PCDH20,bio/hg38_PCDH20
HMDBP07876,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be required for the structural integrity of the outer segment (OS) of photoreceptor cells""",dcs:CellularCompartmentCellMembrane,859,16933565,Q96JP9,NM_033100.2,CDHR1,14550,bio/CDHR1_HUMAN,bio/hg19_CDHR1,bio/hg38_CDHR1
HMDBP07877,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Calcium-dependent cell-adhesion protein""",dcs:CellularCompartmentMembrane,2916,47059046,Q6V1P9,NM_017639.3,DCHS2,23111,bio/PCD23_HUMAN,bio/hg19_DCHS2,bio/hg38_DCHS2
HMDBP07878,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentSecreted,950,9256582,Q9Y5I3,NM_018900.2,PCDHA1,8663,bio/PCDA1_HUMAN,bio/hg19_PCDHA1,bio/hg38_PCDHA1
HMDBP07879,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,948,9256584,Q9Y5H9,NM_018905.2,PCDHA2,8668,bio/PCDA2_HUMAN,bio/hg19_PCDHA2,bio/hg38_PCDHA2
HMDBP07880,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,950,9256586,Q9Y5H8,NM_018906.2,PCDHA3,8669,bio/PCDA3_HUMAN,bio/hg19_PCDHA3,bio/hg38_PCDHA3
HMDBP07881,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,947,9256588,Q9UN74,NM_018907.2,PCDHA4,8670,bio/PCDA4_HUMAN,bio/hg19_PCDHA4,bio/hg38_PCDHA4
HMDBP07882,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,936,9256590,Q9Y5H7,NM_018908.2,PCDHA5,8671,bio/PCDA5_HUMAN,bio/hg19_PCDHA5,bio/hg38_PCDHA5
HMDBP07883,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentSecreted,950,9256592,Q9UN73,NM_018909.2,PCDHA6,8672,bio/PCDA6_HUMAN,bio/hg19_PCDHA6,bio/hg38_PCDHA6
HMDBP07884,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,937,9256594,Q9UN72,NM_018910.2,PCDHA7,8673,bio/PCDA7_HUMAN,bio/hg19_PCDHA7,bio/hg38_PCDHA7
HMDBP07885,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,950,9256596,Q9Y5H6,NM_018911.2,PCDHA8,8674,bio/PCDA8_HUMAN,bio/hg19_PCDHA8,bio/hg38_PCDHA8
HMDBP07886,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,950,14165425,Q9Y5H5,NM_031857.1,PCDHA9,8675,bio/PCDA9_HUMAN,bio/hg19_PCDHA9,bio/hg38_PCDHA9
HMDBP07887,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentSecreted,948,9256574,Q9Y5I2,NM_018901.2,PCDHA10,8664,bio/PCDAA_HUMAN,bio/hg19_PCDHA10,bio/hg38_PCDHA10
HMDBP07888,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,949,9256576,Q9Y5I1,NM_018902.3,PCDHA11,8665,bio/PCDAB_HUMAN,bio/hg19_PCDHA11,bio/hg38_PCDHA11
HMDBP07889,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,941,9256578,Q9UN75,NM_018903.2,PCDHA12,8666,bio/PCDAC_HUMAN,bio/hg19_PCDHA12,bio/hg38_PCDHA12
HMDBP07890,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,950,9256580,Q9Y5I0,NM_018904.2,PCDHA13,8667,bio/PCDAD_HUMAN,bio/hg19_PCDHA13,bio/hg38_PCDHA13
HMDBP07891,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,818,5457025,Q9Y5F3,AF152488,PCDHB1,8680,bio/PCDB1_HUMAN,bio/hg19_PCDHB1,bio/hg38_PCDHB1
HMDBP07892,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,798,5457039,Q9Y5E7,AF152495,PCDHB2,8687,bio/PCDB2_HUMAN,bio/hg19_PCDHB2,bio/hg38_PCDHB2
HMDBP07893,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,796,5457041,Q9Y5E6,AF152496,PCDHB3,8688,bio/PCDB3_HUMAN,bio/hg19_PCDHB3,bio/hg38_PCDHB3
HMDBP07894,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,795,5457043,Q9Y5E5,AF152497,PCDHB4,8689,bio/PCDB4_HUMAN,bio/hg19_PCDHB4,bio/hg38_PCDHB4
HMDBP07895,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,795,33150746,Q9Y5E4,AF134474,PCDHB5,8690,bio/PCDB5_HUMAN,bio/hg19_PCDHB5,bio/hg38_PCDHB5
HMDBP07896,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,794,5457047,Q9Y5E3,AF152499,PCDHB6,8691,bio/PCDB6_HUMAN,bio/hg19_PCDHB6,bio/hg38_PCDHB6
HMDBP07897,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,793,5457049,Q9Y5E2,AF152500,PCDHB7,8692,bio/PCDB7_HUMAN,bio/hg19_PCDHB7,bio/hg38_PCDHB7
HMDBP07898,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,801,11142063,Q9UN66,AF152501,PCDHB8,8693,bio/PCDB8_HUMAN,bio/hg19_PCDHB8,bio/hg38_PCDHB8
HMDBP07899,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,797,11142065,Q9Y5E1,AF152502,PCDHB9,8694,bio/PCDB9_HUMAN,bio/hg19_PCDHB9,bio/hg38_PCDHB9
HMDBP07900,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,800,5457027,Q9UN67,AF152489,PCDHB10,8681,bio/PCDBA_HUMAN,bio/hg19_PCDHB10,bio/hg38_PCDHB10
HMDBP07901,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,797,5457029,Q9Y5F2,AF152490,PCDHB11,8682,bio/PCDBB_HUMAN,bio/hg19_PCDHB11,bio/hg38_PCDHB11
HMDBP07902,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,795,5457031,Q9Y5F1,AF152491,PCDHB12,8683,bio/PCDBC_HUMAN,bio/hg19_PCDHB12,bio/hg38_PCDHB12
HMDBP07903,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,798,5457033,Q9Y5F0,AF152492,PCDHB13,8684,bio/PCDBD_HUMAN,bio/hg19_PCDHB13,bio/hg38_PCDHB13
HMDBP07904,dcs:ProteinTypeUnknown,"""Involved in calcium ion binding""","""Potential calcium-dependent cell-adhesion protein. May be involved in the establishment and maintenance of specific neuronal connections in the brain""",dcs:CellularCompartmentCellMembrane,798,5457035,Q9Y5E9,AF152493,PCDHB14,8685,bio/PCDBE_HUMAN,bio/hg19_PCDHB14,bio/hg38_PCDHB14
